"Order.Date","Item.Code","Quantity","Ship.To.Address.No","Status"
2017-01-04,"10098739",6,1254689,"Saled"
2017-01-04,"110441",3,1254689,"Saled"
2017-01-04,"1029071",1,1254689,"Saled"
2017-01-04,"1040992",1,1408777,"Saled"
2017-01-04,"1039305",1,2252839,"Saled"
2017-01-04,"1039305",1,1254692,"Saled"
2017-01-04,"1041108",1,1254692,"Saled"
2017-01-04,"1040991",1,1254692,"Saled"
2017-01-04,"1040827",1,1254692,"Saled"
2017-01-04,"110441",4,1254688,"Saled"
2017-01-04,"10098739",29,1254688,"Saled"
2017-01-04,"10133703",4,1254716,"Saled"
2017-01-04,"10135358",3,1254716,"Saled"
2017-01-04,"10105916",1,1254696,"Saled"
2017-01-04,"1038323",2,1254696,"Saled"
2017-01-04,"1040992",1,1254696,"Saled"
2017-01-04,"10098739",4,43824056,"Saled"
2017-01-04,"1029071",1,43824056,"Saled"
2017-01-04,"1040774",1,43824056,"Saled"
2017-01-04,"1040726",1,1995627,"Saled"
2017-01-04,"10133703",4,1264951,"Saled"
2017-01-04,"10135358",3,1264951,"Saled"
2017-01-04,"10133703",4,43824773,"Saled"
2017-01-04,"10135358",4,43824773,"Saled"
2017-01-04,"10098739",11,1265792,"Saled"
2017-01-04,"110441",3,1265792,"Saled"
2017-01-04,"1040774",2,1265792,"Saled"
2017-01-04,"1040776",1,1265792,"Saled"
2017-01-04,"1041107",1,1265792,"Saled"
2017-01-04,"10106229",1,1265792,"Saled"
2017-01-04,"10133703",3,43824779,"Saled"
2017-01-04,"10135358",3,43824779,"Saled"
2017-01-04,"110441",1,1967671,"Saled"
2017-01-04,"10098739",1,1967671,"Saled"
2017-01-04,"10133703",4,1254710,"Saled"
2017-01-04,"10135358",3,1254710,"Saled"
2017-01-04,"1033341",1,1353661,"Saled"
2017-01-04,"10098739",5,1353661,"Saled"
2017-01-04,"110441",1,1353661,"Saled"
2017-01-04,"1040774",2,1353661,"Saled"
2017-01-04,"10133703",4,1673776,"Saled"
2017-01-04,"10135358",3,1673776,"Saled"
2017-01-04,"1040774",2,1477237,"Saled"
2017-01-04,"110441",1,1477237,"Saled"
2017-01-04,"10098739",3,1477237,"Saled"
2017-01-04,"10133703",1,2246000,"Saled"
2017-01-04,"10135358",2,2246000,"Saled"
2017-01-04,"10098739",2,2246978,"Saled"
2017-01-04,"1040774",2,2246978,"Saled"
2017-01-04,"1040776",1,2246978,"Saled"
2017-01-04,"10133703",4,1254695,"Saled"
2017-01-04,"10135358",4,1254695,"Saled"
2017-01-04,"10098739",1,1623353,"Saled"
2017-01-04,"110441",1,1623353,"Saled"
2017-01-04,"1040774",1,1623353,"Saled"
2017-01-04,"1040776",1,1352917,"Saled"
2017-01-04,"1040774",3,1352917,"Saled"
2017-01-04,"110441",2,1352917,"Saled"
2017-01-04,"10098739",6,1352917,"Saled"
2017-01-04,"10133703",1,1664631,"Saled"
2017-01-04,"10135358",2,1664631,"Saled"
2017-01-04,"1040774",1,1264951,"Saled"
2017-01-04,"110441",1,1264951,"Saled"
2017-01-04,"10098739",3,1264951,"Saled"
2017-01-04,"10098739",3,1408777,"Saled"
2017-01-04,"1040774",1,1408777,"Saled"
2017-01-04,"1040776",1,1408777,"Saled"
2017-01-04,"10133703",4,1417063,"Saled"
2017-01-04,"10135358",4,1417063,"Saled"
2017-01-04,"10098739",1,2269795,"Saled"
2017-01-04,"1040774",1,2269795,"Saled"
2017-01-04,"10133703",3,1995627,"Saled"
2017-01-04,"10135358",2,1995627,"Saled"
2017-01-04,"10133703",2,1254687,"Saled"
2017-01-04,"10135358",3,1254687,"Saled"
2017-01-04,"10098739",2,1604938,"Saled"
2017-01-04,"110441",1,1604938,"Saled"
2017-01-04,"110441",2,2075214,"Saled"
2017-01-04,"1040765",3,2075214,"Saled"
2017-01-04,"1041105",3,2075214,"Saled"
2017-01-04,"10106229",3,2075214,"Saled"
2017-01-04,"10133703",1,1995652,"Saled"
2017-01-04,"10135358",2,1995652,"Saled"
2017-01-04,"110441",3,1255591,"Saled"
2017-01-04,"1041107",1,1254691,"Saled"
2017-01-04,"1040776",2,1254691,"Saled"
2017-01-04,"1040774",3,1254691,"Saled"
2017-01-04,"10098739",6,1254691,"Saled"
2017-01-04,"1033341",1,1254691,"Saled"
2017-01-04,"10133703",4,1254696,"Saled"
2017-01-04,"10135358",3,1254696,"Saled"
2017-01-04,"1033341",1,1255583,"Saled"
2017-01-04,"110441",2,1255583,"Saled"
2017-01-04,"1040726",1,1255583,"Saled"
2017-01-04,"10133703",1,1967671,"Saled"
2017-01-04,"10135358",2,1967671,"Saled"
2017-01-04,"10105916",1,1255579,"Saled"
2017-01-04,"10098739",5,1254693,"Saled"
2017-01-04,"110441",2,1254693,"Saled"
2017-01-04,"1040774",2,1254693,"Saled"
2017-01-04,"10133703",4,1254689,"Saled"
2017-01-04,"10135358",4,1254689,"Saled"
2017-01-04,"10098739",3,1255582,"Saled"
2017-01-04,"10133703",1,1487485,"Saled"
2017-01-04,"10135358",2,1487485,"Saled"
2017-01-04,"10106230",1,1255580,"Saled"
2017-01-04,"10106229",1,1255580,"Saled"
2017-01-04,"10133703",3,1477237,"Saled"
2017-01-04,"10135358",2,1477237,"Saled"
2017-01-04,"1033341",1,1347653,"Saled"
2017-01-04,"1033341",1,1255574,"Saled"
2017-01-04,"1029069",1,1255574,"Saled"
2017-01-04,"10133703",4,1352917,"Saled"
2017-01-04,"10135358",3,1352917,"Saled"
2017-01-04,"10133703",1,1665188,"Saled"
2017-01-04,"10135358",2,1665188,"Saled"
2017-01-04,"1040726",1,1255587,"Saled"
2017-01-04,"10098739",2,1264969,"Saled"
2017-01-04,"110441",1,1264969,"Saled"
2017-01-04,"10106229",1,1264969,"Saled"
2017-01-04,"10133703",2,1408777,"Saled"
2017-01-04,"10135358",2,1408777,"Saled"
2017-01-04,"1033341",1,1265546,"Saled"
2017-01-04,"10133703",4,1353661,"Saled"
2017-01-04,"10135358",3,1353661,"Saled"
2017-01-04,"10106230",1,1332862,"Saled"
2017-01-04,"1033341",1,1353248,"Saled"
2017-01-04,"10133703",4,1254688,"Saled"
2017-01-04,"10135358",4,1254688,"Saled"
2017-01-04,"10106229",1,1352961,"Saled"
2017-01-04,"10133703",3,1623353,"Saled"
2017-01-04,"10135358",2,1623353,"Saled"
2017-01-04,"110441",2,1353166,"Saled"
2017-01-04,"1029071",1,1353098,"Saled"
2017-01-04,"10133703",4,1464940,"Saled"
2017-01-04,"10135358",3,1464940,"Saled"
2017-01-04,"10106229",1,1554503,"Saled"
2017-01-04,"10133703",4,1254692,"Saled"
2017-01-04,"10135358",3,1254692,"Saled"
2017-01-04,"10106229",1,1498107,"Saled"
2017-01-04,"10105916",1,1476759,"Saled"
2017-01-04,"10133703",4,1254691,"Saled"
2017-01-04,"10135358",3,1254691,"Saled"
2017-01-04,"10106230",1,1554575,"Saled"
2017-01-04,"10133703",1,2252839,"Saled"
2017-01-04,"10135358",2,2252839,"Saled"
2017-01-04,"1040827",1,1779624,"Saled"
2017-01-04,"1029071",1,1779624,"Saled"
2017-01-04,"1029070",1,1785351,"Saled"
2017-01-04,"10106229",1,1876925,"Saled"
2017-01-04,"1029071",1,1673780,"Saled"
2017-01-04,"10106229",1,1673780,"Saled"
2017-01-04,"10133703",1,1850371,"Saled"
2017-01-04,"10135358",2,1850371,"Saled"
2017-01-04,"10106229",1,1832989,"Saled"
2017-01-04,"10133703",1,1967664,"Saled"
2017-01-04,"10135358",2,1967664,"Saled"
2017-01-04,"10133703",1,1995602,"Saled"
2017-01-04,"10135358",2,1995602,"Saled"
2017-01-04,"110441",1,1779500,"Saled"
2017-01-04,"10133703",4,1265792,"Saled"
2017-01-04,"10135358",3,1265792,"Saled"
2017-01-04,"10098739",1,1832940,"Saled"
2017-01-04,"110441",1,1832940,"Saled"
2017-01-04,"10106229",1,1832940,"Saled"
2017-01-04,"10133703",1,2246978,"Saled"
2017-01-04,"10135358",2,2246978,"Saled"
2017-01-04,"110441",1,1735851,"Saled"
2017-01-04,"10106229",1,1735851,"Saled"
2017-01-04,"10133703",1,43824056,"Saled"
2017-01-04,"10135358",2,43824056,"Saled"
2017-01-04,"10105916",1,1953469,"Saled"
2017-01-04,"10106230",1,1953469,"Saled"
2017-01-04,"10135358",2,1604938,"Saled"
2017-01-04,"10133703",1,1604938,"Saled"
2017-01-04,"1029070",1,1832979,"Saled"
2017-01-04,"1029071",1,1832979,"Saled"
2017-01-04,"10133703",1,2269795,"Saled"
2017-01-04,"10135358",2,2269795,"Saled"
2017-01-04,"110441",1,1953390,"Saled"
2017-01-04,"10133703",9,1254690,"Saled"
2017-01-04,"10135358",6,1254690,"Saled"
2017-01-04,"10098739",2,1850370,"Saled"
2017-01-04,"10133703",1,1739860,"Saled"
2017-01-04,"10135358",2,1739860,"Saled"
2017-01-04,"1029071",1,2075088,"Saled"
2017-01-04,"10133703",4,1254693,"Saled"
2017-01-04,"10135358",4,1254693,"Saled"
2017-01-04,"10106229",1,1876883,"Saled"
2017-01-04,"10098739",2,2075217,"Saled"
2017-01-04,"110441",1,2075217,"Saled"
2017-01-04,"10106230",1,2075217,"Saled"
2017-01-04,"10133703",1,1929235,"Saled"
2017-01-04,"10135358",2,1929235,"Saled"
2017-01-04,"1040726",1,2073719,"Saled"
2017-01-04,"10133703",1,1464986,"Saled"
2017-01-04,"10135358",2,1464986,"Saled"
2017-01-04,"1040827",1,2060237,"Saled"
2017-01-04,"10105916",1,2060237,"Saled"
2017-01-04,"1029071",1,2169497,"Saled"
2017-01-04,"10106230",1,2246063,"Saled"
2017-01-04,"1040726",1,2057651,"Saled"
2017-01-04,"10106230",1,2075198,"Saled"
2017-01-04,"110441",1,2169531,"Saled"
2017-01-04,"10098739",1,2075214,"Saled"
2017-01-04,"10105916",1,2060310,"Saled"
2017-01-04,"10098739",1,2073796,"Saled"
2017-01-04,"10098739",1,2247537,"Saled"
2017-01-04,"10098739",1,2169530,"Saled"
2017-01-04,"1040726",1,2169530,"Saled"
2017-01-04,"10106229",1,2017221,"Saled"
2017-01-04,"1029071",1,2246064,"Saled"
2017-01-04,"1040726",1,2246064,"Saled"
2017-01-04,"10098739",2,2247545,"Saled"
2017-01-04,"10106230",1,2094778,"Saled"
2017-01-04,"1033341",1,2246049,"Saled"
2017-01-04,"10098739",5,2247543,"Saled"
2017-01-04,"110441",4,2247543,"Saled"
2017-01-04,"1033341",1,2246047,"Saled"
2017-01-04,"1029071",1,2246047,"Saled"
2017-01-04,"110441",1,2252860,"Saled"
2017-01-04,"10106229",1,2205145,"Saled"
2017-01-04,"10098739",1,2246066,"Saled"
2017-01-04,"10098739",5,2252887,"Saled"
2017-01-04,"110441",2,2252887,"Saled"
2017-01-04,"1029071",2,2205147,"Saled"
2017-01-04,"10098739",4,2250091,"Saled"
2017-01-04,"1033341",1,2250091,"Saled"
2017-01-04,"10106230",1,2250091,"Saled"
2017-01-04,"10106229",1,2250091,"Saled"
2017-01-04,"10106229",1,2252857,"Saled"
2017-01-04,"10098739",2,2252858,"Saled"
2017-01-04,"1033341",1,2252864,"Saled"
2017-01-04,"10098739",1,2264626,"Saled"
2017-01-04,"1033341",1,2264626,"Saled"
2017-01-04,"110441",1,2264626,"Saled"
2017-01-04,"10105916",1,2264626,"Saled"
2017-01-04,"10106229",1,2250090,"Saled"
2017-01-04,"10106229",1,2270058,"Saled"
2017-01-05,"1029070",1,43824070,"Saled"
2017-01-05,"1029071",1,43823852,"Saled"
2017-01-05,"10106229",1,43823852,"Saled"
2017-01-05,"1029071",1,2269695,"Saled"
2017-01-05,"10098739",4,2037004,"Saled"
2017-01-05,"1033341",1,2037004,"Saled"
2017-01-05,"10106229",1,43823571,"Saled"
2017-01-05,"10098739",1,43824170,"Saled"
2017-01-05,"1029071",1,43824170,"Saled"
2017-01-05,"10106229",1,43824515,"Saled"
2017-01-05,"10098739",1,43823589,"Saled"
2017-01-05,"110441",1,1255588,"Saled"
2017-01-05,"110441",1,1442207,"Saled"
2017-01-05,"10106230",1,1442207,"Saled"
2017-01-05,"1029071",1,1476247,"Saled"
2017-01-05,"10098739",1,1604097,"Saled"
2017-01-05,"1040726",1,1604097,"Saled"
2017-01-05,"10098739",1,1876882,"Saled"
2017-01-05,"1033341",1,1727417,"Saled"
2017-01-05,"10098739",1,1653099,"Saled"
2017-01-05,"10098739",1,1843928,"Saled"
2017-01-05,"10106111",1,1843928,"Saled"
2017-01-05,"10106229",1,1843928,"Saled"
2017-01-05,"10106229",1,1781738,"Saled"
2017-01-05,"1040726",1,2027378,"Saled"
2017-01-05,"1033341",1,2027427,"Saled"
2017-01-05,"1040827",1,2027427,"Saled"
2017-01-05,"1029069",1,2027427,"Saled"
2017-01-05,"1029069",1,2169508,"Saled"
2017-01-05,"110441",1,2016291,"Saled"
2017-01-05,"10106229",1,2016297,"Saled"
2017-01-05,"10098739",1,1255213,"Saled"
2017-01-05,"10106230",1,1255210,"Saled"
2017-01-05,"1029069",1,1265382,"Saled"
2017-01-05,"10105916",1,1255211,"Saled"
2017-01-05,"1038324",1,1255589,"Saled"
2017-01-05,"1041105",1,1255589,"Saled"
2017-01-05,"1038323",1,1255591,"Saled"
2017-01-05,"1040774",1,1255591,"Saled"
2017-01-05,"1041105",1,1255584,"Saled"
2017-01-05,"1038323",1,1255583,"Saled"
2017-01-05,"1041106",2,1255583,"Saled"
2017-01-05,"1041105",1,1255592,"Saled"
2017-01-05,"1040765",1,1255579,"Saled"
2017-01-05,"1040776",1,1255578,"Saled"
2017-01-05,"1040991",1,1255578,"Saled"
2017-01-05,"1038324",1,1255586,"Saled"
2017-01-05,"1040774",2,1255586,"Saled"
2017-01-05,"1040765",2,1255576,"Saled"
2017-01-05,"1041107",1,1255576,"Saled"
2017-01-05,"1039308",1,1255590,"Saled"
2017-01-05,"1038323",1,1255590,"Saled"
2017-01-05,"1040774",1,1255590,"Saled"
2017-01-05,"1038323",2,1607998,"Saled"
2017-01-05,"1039823",1,1265546,"Saled"
2017-01-05,"1041105",2,1265546,"Saled"
2017-01-05,"1040774",2,1265795,"Saled"
2017-01-05,"1040776",1,1265795,"Saled"
2017-01-05,"1040776",1,1332862,"Saled"
2017-01-05,"1038323",1,1352961,"Saled"
2017-01-05,"1040765",1,1353098,"Saled"
2017-01-05,"1041107",1,1476276,"Saled"
2017-01-05,"1041107",1,1554503,"Saled"
2017-01-05,"1039308",1,1751452,"Saled"
2017-01-05,"1038324",1,1751452,"Saled"
2017-01-05,"1041107",1,1751452,"Saled"
2017-01-05,"1040774",1,1554575,"Saled"
2017-01-05,"1041106",1,1554575,"Saled"
2017-01-05,"1038323",1,1634362,"Saled"
2017-01-05,"1038323",1,43824513,"Saled"
2017-01-05,"1039308",1,1876925,"Saled"
2017-01-05,"1040765",1,1876925,"Saled"
2017-01-05,"1040774",1,1673780,"Saled"
2017-01-05,"1040774",1,1832989,"Saled"
2017-01-05,"1041106",1,1832989,"Saled"
2017-01-05,"1040765",1,1876932,"Saled"
2017-01-05,"1041105",1,1735851,"Saled"
2017-01-05,"1040774",1,2075206,"Saled"
2017-01-05,"1040765",2,1953469,"Saled"
2017-01-05,"1040774",1,1953469,"Saled"
2017-01-05,"1038324",1,1832979,"Saled"
2017-01-05,"1040765",1,1832979,"Saled"
2017-01-05,"1041106",1,2075088,"Saled"
2017-01-05,"1041107",1,1889956,"Saled"
2017-01-05,"1040765",1,1876883,"Saled"
2017-01-05,"1040765",1,2075217,"Saled"
2017-01-05,"1038323",1,2073719,"Saled"
2017-01-05,"1038323",1,2060237,"Saled"
2017-01-05,"1040765",1,2169497,"Saled"
2017-01-05,"1040774",1,2169497,"Saled"
2017-01-05,"1040765",1,2057664,"Saled"
2017-01-05,"1038323",1,2075198,"Saled"
2017-01-05,"1041108",1,2075198,"Saled"
2017-01-05,"1040774",1,2169531,"Saled"
2017-01-05,"1041106",1,2169531,"Saled"
2017-01-05,"1040776",1,2247540,"Saled"
2017-01-05,"1041107",1,2247540,"Saled"
2017-01-05,"1039311",1,2073796,"Saled"
2017-01-05,"1040765",1,2169530,"Saled"
2017-01-05,"1040992",1,2246064,"Saled"
2017-01-05,"1040774",1,2247543,"Saled"
2017-01-05,"1038323",1,2246047,"Saled"
2017-01-05,"1040776",1,2251769,"Saled"
2017-01-05,"1040774",1,2246066,"Saled"
2017-01-05,"1040992",1,2247541,"Saled"
2017-01-05,"1040774",1,2252887,"Saled"
2017-01-05,"1039311",1,2247546,"Saled"
2017-01-05,"1040765",1,2247546,"Saled"
2017-01-05,"1041105",1,2251768,"Saled"
2017-01-05,"1040774",1,2247544,"Saled"
2017-01-05,"1040992",1,2247544,"Saled"
2017-01-05,"1038324",1,2252858,"Saled"
2017-01-05,"1041107",1,2252858,"Saled"
2017-01-05,"1039311",1,2252869,"Saled"
2017-01-05,"1041105",1,2252869,"Saled"
2017-01-05,"1040774",1,2252864,"Saled"
2017-01-05,"1041105",1,2252864,"Saled"
2017-01-05,"1038324",1,2264626,"Saled"
2017-01-05,"1041108",1,2264626,"Saled"
2017-01-05,"1040774",1,2264627,"Saled"
2017-01-05,"1039308",1,2269726,"Saled"
2017-01-05,"1039311",1,2269726,"Saled"
2017-01-05,"1040765",1,2269726,"Saled"
2017-01-05,"1041106",1,2269726,"Saled"
2017-01-05,"1039311",1,2269739,"Saled"
2017-01-05,"1040992",1,2270060,"Saled"
2017-01-05,"1040765",1,2270058,"Saled"
2017-01-05,"1041108",1,43824070,"Saled"
2017-01-05,"1041105",1,2269728,"Saled"
2017-01-05,"1041105",1,43823567,"Saled"
2017-01-05,"1040765",1,43823571,"Saled"
2017-01-05,"1040776",1,43823571,"Saled"
2017-01-05,"1040776",1,43823994,"Saled"
2017-01-05,"1040765",1,43824108,"Saled"
2017-01-05,"1041106",1,43824168,"Saled"
2017-01-05,"1039308",1,43824170,"Saled"
2017-01-05,"1040765",2,1255588,"Saled"
2017-01-05,"1041107",1,1476247,"Saled"
2017-01-05,"1038323",1,1551061,"Saled"
2017-01-05,"1038323",1,1544032,"Saled"
2017-01-05,"1040776",1,1544032,"Saled"
2017-01-05,"1041106",1,1653134,"Saled"
2017-01-05,"1041105",1,1589116,"Saled"
2017-01-05,"1038324",1,1843928,"Saled"
2017-01-05,"1039822",1,1843928,"Saled"
2017-01-05,"1041108",1,1843928,"Saled"
2017-01-05,"1041105",1,1680037,"Saled"
2017-01-05,"1041105",1,1781684,"Saled"
2017-01-05,"1038324",1,1700308,"Saled"
2017-01-05,"1040765",1,1781738,"Saled"
2017-01-05,"1040776",1,1781738,"Saled"
2017-01-05,"1041108",1,1781738,"Saled"
2017-01-05,"1039308",1,1876890,"Saled"
2017-01-05,"1040774",1,1967163,"Saled"
2017-01-05,"1041106",1,1876884,"Saled"
2017-01-05,"1041105",1,1996063,"Saled"
2017-01-05,"1040776",1,1953384,"Saled"
2017-01-05,"1039308",1,2027427,"Saled"
2017-01-05,"1040774",1,2027434,"Saled"
2017-01-05,"1040776",1,2027434,"Saled"
2017-01-05,"1040765",1,2017228,"Saled"
2017-01-05,"1040774",1,2017224,"Saled"
2017-01-05,"1038324",1,2017466,"Saled"
2017-01-05,"1041106",1,1255213,"Saled"
2017-01-05,"1040765",1,1265382,"Saled"
2017-01-05,"1029069",2,1255582,"Saled"
2017-01-05,"10106111",5,1255582,"Saled"
2017-01-05,"1041108",1,43824540,"Saled"
2017-01-05,"1033341",1,43824538,"Saled"
2017-01-05,"1040827",1,43824538,"Saled"
2017-01-05,"110441",1,43824538,"Saled"
2017-01-05,"10133703",4,1356194,"Saled"
2017-01-05,"10135358",3,1356194,"Saled"
2017-01-05,"10133703",4,1751532,"Saled"
2017-01-05,"10135358",4,1751532,"Saled"
2017-01-05,"10133703",4,1254728,"Saled"
2017-01-05,"10135358",4,1254728,"Saled"
2017-01-05,"1038323",1,1967444,"Saled"
2017-01-05,"1041108",1,43824737,"Saled"
2017-01-05,"1038323",1,43824737,"Saled"
2017-01-05,"1029071",10,1510339,"Saled"
2017-01-05,"1033341",10,1510339,"Saled"
2017-01-05,"1029071",1,43824753,"Saled"
2017-01-05,"1039305",4,1510339,"Saled"
2017-01-05,"1039306",3,1510339,"Saled"
2017-01-05,"10098739",2,1510339,"Saled"
2017-01-05,"1038323",7,1510339,"Saled"
2017-01-05,"1038324",5,1510339,"Saled"
2017-01-05,"1039822",1,1510339,"Saled"
2017-01-05,"1040992",2,1510339,"Saled"
2017-01-05,"1040991",2,1510339,"Saled"
2017-01-05,"10098739",1,1311993,"Saled"
2017-01-05,"110441",1,1311993,"Saled"
2017-01-05,"1038323",1,1385014,"Saled"
2017-01-05,"110441",1,1385014,"Saled"
2017-01-05,"1039306",1,2133267,"Saled"
2017-01-05,"1038323",1,2133267,"Saled"
2017-01-05,"1038324",1,2133267,"Saled"
2017-01-05,"1038323",1,1497989,"Saled"
2017-01-05,"1038324",1,1497989,"Saled"
2017-01-05,"110441",1,1497989,"Saled"
2017-01-05,"1038323",1,43824877,"Saled"
2017-01-05,"1038324",1,1265636,"Saled"
2017-01-05,"1041107",1,1265636,"Saled"
2017-01-05,"1039305",1,1967447,"Saled"
2017-01-05,"10098739",2,1510339,"Saled"
2017-01-05,"110441",4,1510339,"Saled"
2017-01-05,"1039305",1,1510339,"Saled"
2017-01-05,"1040992",1,1510339,"Saled"
2017-01-05,"1040991",1,1510339,"Saled"
2017-01-05,"1038323",1,1929313,"Saled"
2017-01-05,"10133703",1,2100566,"Saled"
2017-01-05,"10135358",1,2100566,"Saled"
2017-01-05,"10133703",1,1311993,"Saled"
2017-01-05,"10135358",2,1311993,"Saled"
2017-01-05,"10133703",1,1497989,"Saled"
2017-01-05,"10135358",2,1497989,"Saled"
2017-01-05,"10133703",1,1529448,"Saled"
2017-01-05,"10135358",1,1529448,"Saled"
2017-01-05,"10133703",2,1385014,"Saled"
2017-01-05,"10135358",2,1385014,"Saled"
2017-01-05,"10135358",2,1929313,"Saled"
2017-01-05,"10133703",1,1929313,"Saled"
2017-01-05,"10133703",1,1667662,"Saled"
2017-01-05,"10135358",1,1667662,"Saled"
2017-01-05,"10133703",1,43823583,"Saled"
2017-01-05,"10135358",2,43823583,"Saled"
2017-01-05,"10135358",1,43824877,"Saled"
2017-01-05,"10133703",1,43824877,"Saled"
2017-01-05,"10133703",1,2133267,"Saled"
2017-01-05,"10135358",2,2133267,"Saled"
2017-01-05,"10133703",1,1265636,"Saled"
2017-01-05,"10135358",1,1265636,"Saled"
2017-01-05,"10133703",1,1930116,"Saled"
2017-01-05,"10135358",2,1930116,"Saled"
2017-01-05,"10133703",14,1510339,"Saled"
2017-01-05,"10135358",15,1510339,"Saled"
2017-01-05,"10133703",1,1509644,"Saled"
2017-01-05,"10135358",1,1509644,"Saled"
2017-01-05,"10133703",1,1476818,"Saled"
2017-01-05,"10135358",2,1476818,"Saled"
2017-01-05,"10133703",1,1967893,"Saled"
2017-01-05,"10135358",1,1967893,"Saled"
2017-01-05,"10135358",1,1967444,"Saled"
2017-01-05,"10133703",1,1967444,"Saled"
2017-01-05,"10133703",1,43824737,"Saled"
2017-01-05,"10135358",1,43824737,"Saled"
2017-01-05,"10133703",1,1967447,"Saled"
2017-01-05,"10135358",1,1967447,"Saled"
2017-01-05,"10133703",1,43824753,"Saled"
2017-01-05,"10135358",1,43824753,"Saled"
2017-01-05,"1039305",1,1633157,"Saled"
2017-01-05,"1033341",1,1633157,"Saled"
2017-01-05,"1038323",2,1633157,"Saled"
2017-01-05,"1040991",1,1633157,"Saled"
2017-01-05,"110441",1,1255585,"Saled"
2017-01-05,"1039305",1,1254734,"Saled"
2017-01-05,"1040726",1,1254734,"Saled"
2017-01-05,"1038323",2,1254734,"Saled"
2017-01-05,"1038324",1,1254734,"Saled"
2017-01-05,"1029071",1,1254734,"Saled"
2017-01-05,"1040992",1,1254734,"Saled"
2017-01-05,"1041107",1,1254734,"Saled"
2017-01-05,"1040726",1,1254720,"Saled"
2017-01-05,"1038323",2,1254720,"Saled"
2017-01-05,"1038324",1,1254720,"Saled"
2017-01-05,"1040992",1,1254720,"Saled"
2017-01-05,"10105916",1,1642075,"Saled"
2017-01-05,"1038323",1,1642075,"Saled"
2017-01-05,"1038324",2,1642075,"Saled"
2017-01-05,"1040992",1,1642075,"Saled"
2017-01-05,"1038323",1,2247773,"Saled"
2017-01-05,"1038324",1,2247773,"Saled"
2017-01-05,"10106111",1,1254708,"Saled"
2017-01-05,"1039305",1,1254708,"Saled"
2017-01-05,"1033341",1,1254708,"Saled"
2017-01-05,"1038323",2,1254708,"Saled"
2017-01-05,"1038324",2,1254708,"Saled"
2017-01-05,"1033341",1,1254721,"Saled"
2017-01-05,"10105916",1,1254721,"Saled"
2017-01-05,"1029071",1,1254721,"Saled"
2017-01-05,"1038323",1,1254721,"Saled"
2017-01-05,"1038324",1,1254721,"Saled"
2017-01-05,"1040992",1,1254721,"Saled"
2017-01-05,"1040992",2,1254731,"Saled"
2017-01-05,"1033341",1,1551997,"Saled"
2017-01-05,"1039305",1,1551997,"Saled"
2017-01-05,"1040827",1,1551997,"Saled"
2017-01-05,"1040992",1,1551997,"Saled"
2017-01-05,"1038324",2,1912451,"Saled"
2017-01-05,"1038323",1,1912451,"Saled"
2017-01-05,"1040991",1,1912451,"Saled"
2017-01-05,"1041108",1,1254708,"Saled"
2017-01-05,"1038323",1,1254706,"Saled"
2017-01-05,"1038324",1,1751514,"Saled"
2017-01-05,"1038324",1,1254726,"Saled"
2017-01-05,"110441",2,1254726,"Saled"
2017-01-05,"1038323",1,43824775,"Saled"
2017-01-05,"1038324",1,43824775,"Saled"
2017-01-05,"1033341",1,43824777,"Saled"
2017-01-05,"1038324",1,43824777,"Saled"
2017-01-05,"1040726",1,1254711,"Saled"
2017-01-05,"1040725",1,1254711,"Saled"
2017-01-05,"1041108",1,1254711,"Saled"
2017-01-05,"1040992",1,1254711,"Saled"
2017-01-05,"1040991",1,1254711,"Saled"
2017-01-05,"1033341",1,1254707,"Saled"
2017-01-05,"1029071",3,1254707,"Saled"
2017-01-05,"1039306",1,1254707,"Saled"
2017-01-05,"10106111",1,1254707,"Saled"
2017-01-05,"1038323",2,1254707,"Saled"
2017-01-05,"1038324",2,1254707,"Saled"
2017-01-05,"1040827",1,1254707,"Saled"
2017-01-05,"1041107",1,1254707,"Saled"
2017-01-05,"1040992",1,1254707,"Saled"
2017-01-05,"1040991",1,1254707,"Saled"
2017-01-05,"1038323",1,1254723,"Saled"
2017-01-05,"1039822",1,1254723,"Saled"
2017-01-05,"10098739",23,1254707,"Saled"
2017-01-05,"110441",16,1254707,"Saled"
2017-01-05,"10098739",11,1254716,"Saled"
2017-01-05,"10098739",14,2191635,"Saled"
2017-01-05,"10098739",9,1254726,"Saled"
2017-01-05,"10098739",16,1254733,"Saled"
2017-01-05,"10098739",9,1633157,"Saled"
2017-01-05,"10098739",12,1254734,"Saled"
2017-01-05,"10098739",11,1751514,"Saled"
2017-01-05,"10098739",17,1254723,"Saled"
2017-01-05,"10098739",17,1254728,"Saled"
2017-01-05,"10098739",9,1551997,"Saled"
2017-01-05,"10098739",12,1356194,"Saled"
2017-01-05,"10098739",8,43824769,"Saled"
2017-01-05,"10098739",18,1254720,"Saled"
2017-01-05,"10098739",15,2191635,"Saled"
2017-01-05,"10098739",23,1254707,"Saled"
2017-01-05,"10098739",8,1254721,"Saled"
2017-01-05,"10098739",10,1642075,"Saled"
2017-01-05,"10098739",18,1254733,"Saled"
2017-01-05,"110441",15,1254733,"Saled"
2017-01-05,"110441",8,1254729,"Saled"
2017-01-05,"10098739",16,1254729,"Saled"
2017-01-05,"10098739",13,1254732,"Saled"
2017-01-05,"10098739",11,1254708,"Saled"
2017-01-05,"10098739",14,1254731,"Saled"
